run_id,run_name,lr,batch_size,dropout_prob,weight_decay,optimizer_name,num_hidden_layers,hidden_layer_width,Complexity,Epoch,Generalization Gap,KL Loss on Train Data (kl mean)
b6ipl71o,opadam_hw1024_nl3_lr0.0003_bs32_dp0.1_wd0.0001,0.0003,32,0.1,0.0001,adam,3,1024,70.0,428278.0,0.2824999690055847,0.011397329159080982
7ibs32yn,opadam_hw1024_nl3_lr0.0003_bs32_dp0.1_wd1e-05,0.0003,32,0.1,1e-05,adam,3,1024,74.0,421475.0,0.2672500014305115,0.0111109996214509
2l9csdad,oprmsprop_hw1024_nl2_lr0.0003_bs32_dp0.1_wd0.0001,0.0003,32,0.1,0.0001,rmsprop,2,1024,86.0,422356.0,0.2929999828338623,0.010604701936244965
dlclbxms,opadam_hw1024_nl3_lr0.0003_bs32_dp0.1_wd0,0.0003,32,0.1,0.0,adam,3,1024,70.0,425856.0,0.2647499442100525,0.014536465518176556
xi1vpkdk,oprmsprop_hw1024_nl2_lr0.0003_bs32_dp0.1_wd1e-05,0.0003,32,0.1,1e-05,rmsprop,2,1024,83.0,21816.0,0.2990000247955322,0.009997823275625706
a6wlaw8e,oprmsprop_hw1024_nl2_lr0.0003_bs32_dp0.1_wd0,0.0003,32,0.1,0.0,rmsprop,2,1024,83.0,17879.0,0.30800002813339233,0.009998426772654057
xp4ubq31,opsgd_hw1024_nl2_lr0.0003_bs32_dp0.1_wd0.0001,0.0003,32,0.1,0.0001,sgd,2,1024,88.0,425855.0,0.32099997997283936,0.01035328209400177
xjf733ii,opsgd_hw1024_nl2_lr0.0003_bs32_dp0.1_wd1e-05,0.0003,32,0.1,1e-05,sgd,2,1024,88.0,420494.0,0.3230000138282776,0.011591936461627483
2lgme3y8,opsgd_hw1024_nl2_lr0.0003_bs32_dp0.1_wd0,0.0003,32,0.1,0.0,sgd,2,1024,89.0,16413.0,0.3230000138282776,0.009999935515224934
w98lisyg,opadam_hw1024_nl2_lr0.0003_bs32_dp0.1_wd0.0001,0.0003,32,0.1,0.0001,adam,2,1024,83.0,119861.0,0.28575003147125244,0.009998892433941364
nqsfasas,opadam_hw1024_nl2_lr0.0003_bs32_dp0.1_wd1e-05,0.0003,32,0.1,1e-05,adam,2,1024,81.0,322285.0,0.30299997329711914,0.00999935157597065
ebu0vrwp,opadam_hw1024_nl2_lr0.0003_bs32_dp0.1_wd0,0.0003,32,0.1,0.0,adam,2,1024,80.0,426662.0,0.3009999990463257,0.010589773766696451
yhmyivmf,oprmsprop_hw1024_nl4_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,rmsprop,4,1024,73.0,224576.0,0.24774998426437375,0.009996885433793068
9v5mmyay,oprmsprop_hw1024_nl4_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,rmsprop,4,1024,65.0,21044.0,0.2515000104904175,0.009999781847000122
4xgj5a0p,oprmsprop_hw1024_nl4_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,rmsprop,4,1024,61.0,322852.0,0.24674999713897705,0.009999205358326437
63ociahx,opsgd_hw1024_nl4_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,sgd,4,1024,80.0,427946.0,0.3100000023841858,0.011689521372318268
1syscjdf,opsgd_hw1024_nl4_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,sgd,4,1024,81.0,22932.0,0.31300002336502075,0.009999671950936316
woifx99h,opsgd_hw1024_nl4_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,sgd,4,1024,81.0,323637.0,0.3140000104904175,0.0099996505305171
jgq8nehl,opadam_hw1024_nl4_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,adam,4,1024,68.0,429217.0,0.2217499613761902,0.010788564570248129
zi72hwp2,opadam_hw1024_nl4_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,adam,4,1024,68.0,430509.0,0.23700004816055295,0.01058479491621256
w9atl3h2,opadam_hw1024_nl4_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,adam,4,1024,56.0,417789.0,0.22800004482269287,0.015180178917944431
6twdoqej,oprmsprop_hw1024_nl3_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,rmsprop,3,1024,64.0,433675.0,0.26924997568130493,0.010518285445868967
r50uz1wm,oprmsprop_hw1024_nl3_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,rmsprop,3,1024,56.0,416146.0,0.2577499747276306,0.020538244396448135
37ohzrp7,oprmsprop_hw1024_nl3_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,rmsprop,3,1024,60.0,423595.0,0.2720000147819519,0.012183480896055698
nzzkzlub,opsgd_hw1024_nl3_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,sgd,3,1024,86.0,424773.0,0.3109999895095825,0.01050170511007309
ggcrzdkz,opsgd_hw1024_nl3_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,sgd,3,1024,84.0,421921.0,0.3050000071525574,0.010963553562760351
cxbp4xzl,opsgd_hw1024_nl3_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,sgd,3,1024,85.0,22642.0,0.31199997663497925,0.009999881498515606
wht4wbq7,opadam_hw1024_nl3_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,adam,3,1024,66.0,425109.0,0.2404999732971191,0.011494429782032968
j2hpwpnp,opadam_hw1024_nl3_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,adam,3,1024,63.0,427849.0,0.26850003004074097,0.009999834932386875
xrnqxvhe,opadam_hw1024_nl3_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,adam,3,1024,58.0,417355.0,0.2707500457763672,0.015515000559389591
1kz02gwq,oprmsprop_hw1024_nl2_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,rmsprop,2,1024,67.0,331744.0,0.29325002431869507,0.009998985566198826
5ua3qi72,oprmsprop_hw1024_nl2_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,rmsprop,2,1024,74.0,422173.0,0.28200000524520874,0.010331607423722744
baqfhykx,oprmsprop_hw1024_nl2_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,rmsprop,2,1024,71.0,125928.0,0.2835000157356262,0.009996311739087105
qnj21xvq,opsgd_hw1024_nl2_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,sgd,2,1024,88.0,417609.0,0.3230000138282776,0.011378702707588673
anfhi6zr,opsgd_hw1024_nl2_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,sgd,2,1024,89.0,16900.0,0.3190000057220459,0.00999959371984005
k4ap443x,opsgd_hw1024_nl2_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,sgd,2,1024,88.0,421760.0,0.3199999928474426,0.010366959497332571
bcg1z08g,opadam_hw1024_nl2_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,adam,2,1024,73.0,24858.0,0.2917500138282776,0.009999997913837433
3nytsiaj,opadam_hw1024_nl2_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,adam,2,1024,68.0,426489.0,0.27149999141693115,0.013084224425256252
94dgwjod,opadam_hw1024_nl2_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,adam,2,1024,67.0,328176.0,0.29100000858306885,0.009999108500778677
w1bwpred,oprmsprop_hw1024_nl4_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,rmsprop,4,1024,70.0,422281.0,0.2267499566078186,0.01191718690097332
7a9wnuqn,oprmsprop_hw1024_nl4_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,rmsprop,4,1024,51.0,117258.0,0.2639999985694885,0.009996590204536917
4y6vuk5i,oprmsprop_hw1024_nl4_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,rmsprop,4,1024,68.0,421992.0,0.26274996995925903,0.015758296474814415
1qllgfgb,opsgd_hw1024_nl4_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,sgd,4,1024,81.0,30143.0,0.3050000071525574,0.009996862150728704
tywqtz9f,opsgd_hw1024_nl4_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,sgd,4,1024,79.0,429974.0,0.3019999861717224,0.009997164830565453
w1iw6657,opsgd_hw1024_nl4_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,sgd,4,1024,80.0,428178.0,0.30299997329711914,0.011966772377490996
nit683vk,opadam_hw1024_nl4_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,adam,4,1024,69.0,21842.0,0.23374998569488523,0.009999200701713562
d6cy4ipw,opadam_hw1024_nl4_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,adam,4,1024,60.0,424897.0,0.2642500400543213,0.015968160703778267
6zjjkp7h,opadam_hw1024_nl4_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,adam,4,1024,65.0,224456.0,0.2762500047683716,0.009997795335948467
u1iipwkg,oprmsprop_hw1024_nl3_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,rmsprop,3,1024,65.0,31486.0,0.21174997091293335,0.009999428875744345
2hj30ea2,oprmsprop_hw1024_nl3_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,rmsprop,3,1024,57.0,29865.0,0.2720000147819519,0.00999751314520836
94225lu1,oprmsprop_hw1024_nl3_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,rmsprop,3,1024,51.0,132558.0,0.2667499780654907,0.009999647736549376
hu0z6xwn,opsgd_hw1024_nl3_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,sgd,3,1024,86.0,428052.0,0.3140000104904175,0.010336742736399174
fg4c0cge,opsgd_hw1024_nl3_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,sgd,3,1024,84.0,420685.0,0.3100000023841858,0.010476366616785526
2w2mbtir,opsgd_hw1024_nl3_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,sgd,3,1024,83.0,19691.0,0.30900001525878906,0.00999872013926506
s72wgjb1,opadam_hw1024_nl3_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,adam,3,1024,67.0,118399.0,0.21974998712539673,0.009997447952628136
6fzxs2su,opadam_hw1024_nl3_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,adam,3,1024,64.0,438153.0,0.28299999237060547,0.01156096812337637
782fbjx3,opadam_hw1024_nl3_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,adam,3,1024,61.0,124963.0,0.27824997901916504,0.009998359717428684
fbl63bvb,oprmsprop_hw1024_nl2_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,rmsprop,2,1024,63.0,227317.0,0.2420000433921814,0.009999793954193592
alkyiua6,oprmsprop_hw1024_nl2_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,rmsprop,2,1024,51.0,17631.0,0.29374998807907104,0.009992437437176704
rc3hs0y2,oprmsprop_hw1024_nl2_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,rmsprop,2,1024,50.0,422838.0,0.2982500195503235,0.059577781707048416
d7tb8vwu,opsgd_hw1024_nl2_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,sgd,2,1024,89.0,16016.0,0.32099997997283936,0.009999743662774565
rxvyso4g,opsgd_hw1024_nl2_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,sgd,2,1024,87.0,28616.0,0.3230000138282776,0.0099994707852602
hznrympp,opsgd_hw1024_nl2_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,sgd,2,1024,87.0,422853.0,0.3259999752044678,0.009999601170420648
s7ky43xi,opadam_hw1024_nl2_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,adam,2,1024,60.0,432837.0,0.2550000548362732,0.015380794182419775
xoh5chuh,opadam_hw1024_nl2_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,adam,2,1024,57.0,25724.0,0.27025002241134644,0.009999913163483145
s438zy38,opadam_hw1024_nl2_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,adam,2,1024,53.0,16187.0,0.2917500138282776,0.009999345988035202
t0b3r8e8,oprmsprop_hw512_nl4_lr0.0003_bs32_dp0.1_wd0.0001,0.0003,32,0.1,0.0001,rmsprop,4,512,73.0,136280.0,0.2562500238418579,0.00999932736158371
5fpu2j5a,oprmsprop_hw512_nl4_lr0.0003_bs32_dp0.1_wd1e-05,0.0003,32,0.1,1e-05,rmsprop,4,512,68.0,427110.0,0.2567499876022339,0.010588180273771286
0jrjxrrc,oprmsprop_hw512_nl4_lr0.0003_bs32_dp0.1_wd0,0.0003,32,0.1,0.0,rmsprop,4,512,72.0,427168.0,0.27549999952316284,0.01033907663077116
a27gz3vl,opsgd_hw512_nl4_lr0.0003_bs32_dp0.1_wd0.0001,0.0003,32,0.1,0.0001,sgd,4,512,81.0,125870.0,0.3019999861717224,0.009999582543969154
jq1biskz,opsgd_hw512_nl4_lr0.0003_bs32_dp0.1_wd1e-05,0.0003,32,0.1,1e-05,sgd,4,512,79.0,336428.0,0.3019999861717224,0.009998886846005917
mbmsq90r,opsgd_hw512_nl4_lr0.0003_bs32_dp0.1_wd0,0.0003,32,0.1,0.0,sgd,4,512,79.0,331303.0,0.3019999861717224,0.009996809996664524
uv41lyrn,opadam_hw512_nl4_lr0.0003_bs32_dp0.1_wd0.0001,0.0003,32,0.1,0.0001,adam,4,512,71.0,327697.0,0.2554999589920044,0.009999322704970837
clnxsmck,opadam_hw512_nl4_lr0.0003_bs32_dp0.1_wd0,0.0003,32,0.1,0.0,adam,4,512,73.0,19068.0,0.265749990940094,0.009998059831559658
i9e9hskj,opadam_hw512_nl4_lr0.0003_bs32_dp0.1_wd1e-05,0.0003,32,0.1,1e-05,adam,4,512,71.0,23799.0,0.281499981880188,0.00999931152909994
i55ujpng,oprmsprop_hw512_nl3_lr0.0003_bs32_dp0.1_wd0.0001,0.0003,32,0.1,0.0001,rmsprop,3,512,74.0,421998.0,0.27649998664855957,0.0100741283968091
4z7weo2e,oprmsprop_hw512_nl3_lr0.0003_bs32_dp0.1_wd0,0.0003,32,0.1,0.0,rmsprop,3,512,75.0,27144.0,0.2789999842643738,0.009999500587582588
eh30xply,oprmsprop_hw512_nl3_lr0.0003_bs32_dp0.1_wd1e-05,0.0003,32,0.1,1e-05,rmsprop,3,512,69.0,333243.0,0.2882499694824219,0.009999743662774565
8zmqhh7w,opsgd_hw512_nl3_lr0.0003_bs32_dp0.1_wd0.0001,0.0003,32,0.1,0.0001,sgd,3,512,84.0,424521.0,0.3059999942779541,0.01101136952638626
bxu787gt,opsgd_hw512_nl3_lr0.0003_bs32_dp0.1_wd1e-05,0.0003,32,0.1,1e-05,sgd,3,512,82.0,426455.0,0.30900001525878906,0.012732705101370811
zwaf29et,opsgd_hw512_nl3_lr0.0003_bs32_dp0.1_wd0,0.0003,32,0.1,0.0,sgd,3,512,84.0,427207.0,0.3140000104904175,0.010507982224225998
az4y17lz,opadam_hw512_nl3_lr0.0003_bs32_dp0.1_wd0.0001,0.0003,32,0.1,0.0001,adam,3,512,73.0,225203.0,0.2927500009536743,0.009998760186135767
bgeaqnbv,opadam_hw512_nl3_lr0.0003_bs32_dp0.1_wd1e-05,0.0003,32,0.1,1e-05,adam,3,512,73.0,318674.0,0.28575003147125244,0.009996489621698856
kid050ys,opadam_hw512_nl3_lr0.0003_bs32_dp0.1_wd0,0.0003,32,0.1,0.0,adam,3,512,74.0,429253.0,0.2734999656677246,0.011299729347229004
ju4gmu2j,oprmsprop_hw512_nl2_lr0.0003_bs32_dp0.1_wd0.0001,0.0003,32,0.1,0.0001,rmsprop,2,512,82.0,423127.0,0.30274999141693115,0.01072908379137516
iq1nzb25,oprmsprop_hw512_nl2_lr0.0003_bs32_dp0.1_wd1e-05,0.0003,32,0.1,1e-05,rmsprop,2,512,82.0,421721.0,0.30900001525878906,0.010214297100901604
a9s2kc1f,oprmsprop_hw512_nl2_lr0.0003_bs32_dp0.1_wd0,0.0003,32,0.1,0.0,rmsprop,2,512,79.0,322068.0,0.3019999861717224,0.009999292902648447
u4up3ijl,opsgd_hw512_nl2_lr0.0003_bs32_dp0.1_wd0.0001,0.0003,32,0.1,0.0001,sgd,2,512,86.0,418281.0,0.30699998140335083,0.01116864662617445
otdjy0ay,opsgd_hw512_nl2_lr0.0003_bs32_dp0.1_wd1e-05,0.0003,32,0.1,1e-05,sgd,2,512,86.0,423606.0,0.30699998140335083,0.010883075185120106
ozh4vcxv,opsgd_hw512_nl2_lr0.0003_bs32_dp0.1_wd0,0.0003,32,0.1,0.0,sgd,2,512,86.0,415283.0,0.3100000023841858,0.011811869218945503
b2qp1bh7,opadam_hw512_nl2_lr0.0003_bs32_dp0.1_wd0.0001,0.0003,32,0.1,0.0001,adam,2,512,82.0,424596.0,0.29600000381469727,0.011771254241466522
ti5xmsum,opadam_hw512_nl2_lr0.0003_bs32_dp0.1_wd1e-05,0.0003,32,0.1,1e-05,adam,2,512,80.0,422732.0,0.31199997663497925,0.011554338037967682
wqokf3ch,opadam_hw512_nl2_lr0.0003_bs32_dp0.1_wd0,0.0003,32,0.1,0.0,adam,2,512,80.0,422235.0,0.2940000295639038,0.01101124193519354
b48wu50l,oprmsprop_hw512_nl4_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,rmsprop,4,512,71.0,429288.0,0.2367500066757202,0.009999287314713
wymoc0is,oprmsprop_hw512_nl4_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,rmsprop,4,512,66.0,427349.0,0.2512500286102295,0.01184549368917942
zz3j4b03,oprmsprop_hw512_nl4_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,rmsprop,4,512,68.0,425026.0,0.2607499957084656,0.01250789687037468
uc5i6pn3,opsgd_hw512_nl4_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,sgd,4,512,79.0,128772.0,0.30900001525878906,0.009999229572713377
fesb8w2v,opsgd_hw512_nl4_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,sgd,4,512,77.0,334790.0,0.3050000071525574,0.009998672641813757
ug9l6f4s,opsgd_hw512_nl4_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,sgd,4,512,80.0,425874.0,0.3059999942779541,0.0116546293720603
p25ls7ot,opadam_hw512_nl4_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,adam,4,512,74.0,425111.0,0.2437499761581421,0.011886665597558022
670712e2,opadam_hw512_nl4_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,adam,4,512,74.0,421983.0,0.23799997568130493,0.012735933996737003
d8yazflf,opadam_hw512_nl4_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,adam,4,512,69.0,30502.0,0.24074995517730713,0.009999902918934822
yrvturzk,oprmsprop_hw512_nl3_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,rmsprop,3,512,68.0,413493.0,0.26100003719329834,0.018131867051124573
oo49snnd,oprmsprop_hw512_nl3_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,rmsprop,3,512,63.0,219421.0,0.2745000123977661,0.009998469613492489
8skjbrnq,oprmsprop_hw512_nl3_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,rmsprop,3,512,64.0,417650.0,0.27500003576278687,0.01388200744986534
mdsd8465,opsgd_hw512_nl3_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,sgd,3,512,82.0,419445.0,0.3100000023841858,0.012926368042826653
2r2c5492,opsgd_hw512_nl3_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,sgd,3,512,83.0,17951.0,0.3149999976158142,0.00999737624078989
x1g4qt90,opsgd_hw512_nl3_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,sgd,3,512,84.0,427144.0,0.30900001525878906,0.011136846616864204
pqxeo6ux,opadam_hw512_nl3_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,adam,3,512,69.0,133514.0,0.25550001859664917,0.009994376450777054
1qtkmr8k,opadam_hw512_nl3_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,adam,3,512,63.0,332146.0,0.24974995851516724,0.009998914785683157
5nn6f6v9,opadam_hw512_nl3_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,adam,3,512,68.0,427169.0,0.2512499690055847,0.01190928090363741
xyyqn81z,oprmsprop_hw512_nl2_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,rmsprop,2,512,77.0,422143.0,0.2824999690055847,0.009997996501624584
vc3sfa3c,oprmsprop_hw512_nl2_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,rmsprop,2,512,73.0,15353.0,0.2990000247955322,0.009998954832553864
r8weuv8g,oprmsprop_hw512_nl2_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,rmsprop,2,512,70.0,426252.0,0.29649996757507324,0.01326190773397684
ml3r11ml,opsgd_hw512_nl2_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,sgd,2,512,87.0,318644.0,0.30900001525878906,0.009999830275774002
q3ky2ulu,opsgd_hw512_nl2_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,sgd,2,512,85.0,233800.0,0.30800002813339233,0.00999956950545311
hizr8yf9,opsgd_hw512_nl2_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,sgd,2,512,86.0,422795.0,0.30699998140335083,0.010683567263185978
jg1ldfkd,opadam_hw512_nl2_lr0.001_bs32_dp0.1_wd0.0001,0.001,32,0.1,0.0001,adam,2,512,74.0,425688.0,0.2892500162124634,0.010991983115673063
1bxuadab,opadam_hw512_nl2_lr0.001_bs32_dp0.1_wd1e-05,0.001,32,0.1,1e-05,adam,2,512,74.0,420285.0,0.3149999976158142,0.011722113005816936
b425wf76,opadam_hw512_nl2_lr0.001_bs32_dp0.1_wd0,0.001,32,0.1,0.0,adam,2,512,72.0,429477.0,0.2914999723434448,0.010811317712068558
o2ulcife,oprmsprop_hw512_nl4_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,rmsprop,4,512,59.0,221599.0,0.2382500171661377,0.009998711757361887
iwthadj5,oprmsprop_hw512_nl4_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,rmsprop,4,512,67.0,24607.0,0.2762500047683716,0.009995777159929276
g1pwx58g,oprmsprop_hw512_nl4_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,rmsprop,4,512,68.0,434450.0,0.2560000419616699,0.011873532086610794
hp9qef9i,opsgd_hw512_nl4_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,sgd,4,512,77.0,118868.0,0.3019999861717224,0.009997987188398838
h5x57puf,opsgd_hw512_nl4_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,sgd,4,512,79.0,26056.0,0.3059999942779541,0.009998258203268051
rw7827m6,opsgd_hw512_nl4_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,sgd,4,512,79.0,127980.0,0.3100000023841858,0.009999574162065985
w5ko1jdy,opadam_hw512_nl4_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,adam,4,512,74.0,431093.0,0.20125001668930056,0.010949702933430672
xyvcdz9t,opadam_hw512_nl4_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,adam,4,512,62.0,423962.0,0.25925004482269287,0.01193817052990198
9ib39n4w,oprmsprop_hw512_nl3_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,rmsprop,3,512,76.0,422667.0,0.23325002193450928,0.011408676393330095
hhngwgte,opadam_hw512_nl4_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,adam,4,512,66.0,428764.0,0.24974995851516724,0.01123883854597807
arlt2fbx,oprmsprop_hw512_nl3_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,rmsprop,3,512,61.0,227649.0,0.25074994564056396,0.009994625113904476
043fabp7,oprmsprop_hw512_nl3_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,rmsprop,3,512,59.0,19803.0,0.26600003242492676,0.009999237023293972
yb7c9eab,opsgd_hw512_nl3_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,sgd,3,512,84.0,421587.0,0.3050000071525574,0.01158236525952816
35qy0svi,opsgd_hw512_nl3_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,sgd,3,512,83.0,224997.0,0.30400002002716064,0.009999684989452362
d3wu01ko,opsgd_hw512_nl3_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,sgd,3,512,83.0,22572.0,0.30699998140335083,0.009999791160225868
visun2v6,opadam_hw512_nl3_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,adam,3,512,66.0,428529.0,0.22025001049041748,0.012180943042039871
yjxzpfb8,opadam_hw512_nl3_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,adam,3,512,61.0,228144.0,0.25300002098083496,0.009996234439313412
nxjvthlh,opadam_hw512_nl3_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,adam,3,512,58.0,432994.0,0.25450003147125244,0.012908228673040869
eldhu1g2,oprmsprop_hw512_nl2_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,rmsprop,2,512,62.0,441383.0,0.2607499957084656,0.011366701684892178
xflga0hd,oprmsprop_hw512_nl2_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,rmsprop,2,512,56.0,435454.0,0.2752499580383301,0.010994612239301205
k4hpuw68,oprmsprop_hw512_nl2_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,rmsprop,2,512,55.0,125808.0,0.30250000953674316,0.009999812580645084
6gqooj08,opsgd_hw512_nl2_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,sgd,2,512,86.0,428121.0,0.30699998140335083,0.010747457854449747
wha86efy,opsgd_hw512_nl2_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,sgd,2,512,86.0,424168.0,0.3100000023841858,0.010603979229927065
pqggyw6x,opsgd_hw512_nl2_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,sgd,2,512,86.0,421633.0,0.3100000023841858,0.010251251049339771
qhrxdzhu,opadam_hw512_nl2_lr0.003_bs32_dp0.1_wd0.0001,0.003,32,0.1,0.0001,adam,2,512,68.0,428784.0,0.26774996519088745,0.011428583413362505
u5d0bdkl,opadam_hw512_nl2_lr0.003_bs32_dp0.1_wd1e-05,0.003,32,0.1,1e-05,adam,2,512,54.0,433498.0,0.2797499895095825,0.014370042830705644
nk3x25ni,opadam_hw512_nl2_lr0.003_bs32_dp0.1_wd0,0.003,32,0.1,0.0,adam,2,512,62.0,422524.0,0.28450000286102295,0.012401181273162363
